"publishedDate","title","text","rating"
"2017-10-04","Un mito americano","Non puoi dire di essere stato a New York se non prendi un caffè da Starbucks, di certo consiglio di prendere i caffè con le aggiunte,sia caldi che freddi,dipende dalla stagione in cui andate e dai vostri gusti. Sconsiglio vivamente solo il caffè classico,molto ma molto lontano dal caffè italiano ","5"
"2017-09-30","Regular","Entras, cara de mala mañana la cajera, te cobra, a tu pedido no le ponen nombre y estas ahí perdido , mala atención ","1"
"2017-09-29","Caro e niente di che","Famoso per essere presente un po in tutto il mondo,Starbucks è uno di quei locali molto frequentati sia per la colazione che per una semplice pausa giornaliera. Io l'ho provato per colazione,che a parer mio è stata deludente.Grandi varietà di beveroni caldi,dove il cappuccino non è altro che un semplice ""caffelatte"".Per nulla morbidi sia i Cookies che i Muffin di produzione industriale e di qualità mediocre. Trovato molto valido e comodo il Wi-Fi free. Sinceramente non capisco cosa ce ne facciamo di locali del genere anche nel nostro paese. Molto meglio il ""Made in Italy"".","2"
"2017-09-17","sempre boa opção","sempre uma boa opção principalmente se vc não quer gastar muito nos cafés da manha que os hotéis oferecem na região.","4"
"2017-09-10","Caffè alla moda ma senza particolari pregi","La catena Starbucks ""domina"" New York in modo quasi ossessivo, con una presenza capillare ad ogni angolo.
I locali sono generalmente carini, alla moda (free wi-fi), frequentati da gente ""cool"" (rigorosamente con mac book al seguito), ma la qualità del caffè e dei dolci non lascia particolari ricordi.. molto marketing e poca sostanza.","3"
"2017-09-07","Busy, sticky, impersonal.","Located on a busy, major thoroughfare, this branch is relatively small and queues are to be expected. Sexy bearded black guy smiles... but few others do on the service side of the counter. Cup - when delivered - was really sticky and covered in syrupy stuff. ","2"
"2017-09-06","さすが","ニューヨークにしてはそんな高過ぎないのでよく行きます。ヴィーガン対応があり、ソイやアーモンドミルクが使用されているので、感謝です。日本スターバックスもアーモンドミルク置いて欲しいな。","5"
"2017-09-01","هنا في نيويورك  لا تعب  في البحث عن ستاربكس","هنا في نيويورك  لا تعب  في البحث عن ستاربكس
القهوة لذيذ
في مقهي جميل مزود بخدمة 
الواي فاي
خدمة جيدة
اسعار مناسبة","3"
"2017-08-25","Per una pausa dolce e piacevole","A Midtown Starbucks è ad ogni angolo, in generale tutta Manhattan è piena di punti vendita. Buoni i dolci ed il cappuccino. Wifi gratuito. Una garanzia per una breve sosta mentre cammini per la città. ","4"
"2017-08-23","Un classico ","A New York ne è pieno, una catena che trovi ovunque tipico per la sua caffetteria da asporto abbastanza buona e variegata con prezzi nella media.","3"
"2017-08-22","Tipico","Impossibile evitare Starbucks a Ny, è ovunque. E poi perché evitarlo? Certo, si sta in piedi in un angolo ma la qualità delle bevande e della brioche non era assolutamente da scartare, anzi. Servizio veloce e asettico, per una colazione veloce è sicuramente un posto adatto e i clienti non mancano.","4"
"2017-08-13","Very Refreshing! ","The Starbucks at Broadway and 60th is in a great location after a long walk through Central Park or when coming home from shopping. We always enjoy the very, berry hibiscus drink or the peach citrus white tea! Great pick me up after a couple of hours strolling through New York City!","4"
"2017-08-12","after walking for 8 hours....","this was a pleasant suprise.... a seat.... a hhot coffee... and sth to eat, which is not really noteworthy to write about. But the seat was wonderfull.... The staff was professional and rahter nice.","4"
"2017-08-07","Non poteva farmi questo scherzo","Amiamo starbuck, collezioniamo le tazza ci andiamo ovunque sapendo che è una sicurezza,  un'ancora ... a New York però la filosofia è diversa molto impersonale non relax o angolo di quiete 
Si tratta di bar per lo più per consumazione veloce e in piedi 
Poi assolutamente ti scordi l'uso del bagno
Al povero turista rimane solo il Wi-Fi ","1"
"2017-07-31","Broadway starbucks","Starbucks is situated in the prominent and centre area. Coffee, tea, snacks are available. Various types coffee flavour are there to satisfy different types of customers. It is always crowded.","4"
"2017-07-21","""Toujours au top""","Comme toujours , bon accueil ,lieu très propre ,wifi,service rapide,les meilleurs chocolats chaud que j'ai trouvé sur Broadway.","4"
"2017-06-30","Starbucks","On leaving hotel every morning we would get our morning coffee, every evening we would get our hot chocolate - service amazing ","5"
"2017-06-27","Great coffee...but was it really worth the wait ","Stopped in here because I was just really in need of a coffee. The line went really quick, but I waited 25 minutes for my damn coffee! People who came in after me were getting there orders, and I had to remind them of my order. I understand it's super busy, but do NOT come here if you are in a hurry. Nice place to stop in if you are in no rush and don't mind waiting with a crowd! ","3"
"2017-06-04","5 daagse City trip ","Starbucks is echt door heel NYC  te vinden . 
Heerlijke koffie . 
En de kids gaan voor de yoghurt en de    smoothie. 
De prijzen zijn niet echt goedkoop maar we zijn echt Starbucks fan .
","4"
"2017-05-30","Très bon breakfast ","Avec Starbucks on n'est jamais déçu ! Délicieux cappuccino, bon sandwich ( moins gras qu'ailleurs) 😜👍","4"
"2017-05-30","Hate starbucks!","They really don't know how to make coffee - their espresso was not an espresso, just coffee in a cup, and too much of it to boot!. ","1"
"2017-05-22","Friends trip","I love Starbucks, this was was very good and the young man was so nice, I only had a Frappe nothing to eat but it was well made just like I wanted","4"
"2017-05-20","Ci siamo trovati bene","Alla mattina è un via vai di persone ma la qualità è buona in tutto, the,muffin e croassaint erano più che buoni. Molto schematici ma ci siamo trovati bene-","4"
"2017-05-10","맛있어요.여기","쿨라임 피지오를 먹는데 라임을 두쪽주는 후한 스타벅스. 그게 뭐라고 그 라임 두쪽을 준다는 이유하나만으로도 이곳을 가야만하는 이유가 되었습니다. 한국보다 저렴한 가격이고 친절합니다. 빠릅니다. 저는 이곳에서 먹는 쿨라임 피지오 너무 좋아합니다. 강추","5"
"2017-05-03","Un classico","Ci siamo fermati qui dopo pranzo per prendere un caffè di Starbucks e come al solito non delude mai.
","4"
"2017-05-03","way too long","Waited 15 minutes for my coffee. Unfriendly, disorganized and completely unapologetic. Not a good way to start the day. Avoid.","1"
"2017-04-27","Non male.","A NY ho avuto la mia ""prima volta"" con questa catena. Consiglio di entrare un pò preparati perchè il primo giorno tra tutta questa scelta ho preso (per errore) un beverone di roba fredda e una cheescake di dubbio gusto. poi mi sono informata meglio e dal secondo giorno tutto è andato in modo eccellente.","5"
"2017-04-25","Hay un Starbucks en cada esquina","Es increíble como esta cadena ya es parte fe la vida cotidiana de la mayoría de los estadounidenses, el servicio es general es bueno y los productos son de calidad aunque el precio es sobrevalorado, claro por la publicidad que gastan pero pagar mas de $4 dlls por un café es un robo, cuando se puede comprar con la misma calidad y frescura a $2 dlls en otros establecimientos. ","3"
"2017-04-24","Coffee Shop...","I think we all know about Starbucks. Reasonable drinks at reason prices, free wifi, friendly staff and pretty much all the same standards at each location. All good.","4"
"2017-04-22","Don't even try to pay with your Diners card at Starbucks !!!","One morning we went to  Starbucks between E 47th Str and E 48th Str on 3rd Ave to buy breakfast. Before paying I ask if they accept Diners card and I was told that "" not sure but you can always try"". Did key in my PIN and I saw that the machine did ACCEPT the payment. Suddenly I was told that Diners isn't accepted and that the payment didn't go through and that I have to use another credit card or pay cash. I asked them to check once again because I saw that the machine did accept my payment.They did and claimed that payment didn't go through so I paid cash.  And we arrived home after 1 week i NYC I checked my credit card and surprice surprice: Payment had went through !!! So we had paid for the breakfast twice. So it was a very expensive breakfast at Starbucks","2"
"2017-04-13","Kawa pyszna jak zawsze","Czesto tu bywam, choc zawsze mnostwo klientow. Kawa zawsze idealnie przygotowana. Obsluga zawsze usmiechnieta. Polecam","5"
"2017-04-13","Coffee","Do we need review for Starbucks, this is my favorite place for coffee. This was quick stop to grab coffee and cake.","4"
"2017-04-06","Som vanligt gott","Alltid bra på starbucks med gott kaffe och goda saker till det. Ganska mycket folk men det brukar det ju vara på det populära ställena.","4"
